,NoOfProduct,BillingDays,InvoiceType,CurrentBillWithoutTax,TotalTax,CurrentBillWithTax,Adjustment,LastMonthPendingAmount,TotalAmountToPay,LastMonthBill,Anomaly,TypeOfAnomaly
16670,42,30,r,2516.1,125.805,2641.9049999999997,0.0,0.0,2641.9049999999997,3650,1,Tax Anomaly
16671,30,30,r,1814.5,816.525,2631.025,0.0,0.0,2631.025,2630,0,
16672,6,30,r,345.29999999999995,155.385,500.68499999999995,0.0,0.0,500.68499999999995,506,0,
16673,46,30,r,2768.2999999999997,1245.735,4014.035,0.0,0.0,4014.035,4025,0,
16674,23,30,r,1372.6499999999999,617.6924999999999,1990.3424999999997,0.0,0.0,1990.3424999999997,1985,0,
16675,50,30,r,3010.5,1354.725,4365.225,0.0,862.0,5227.225,4371,0,
16676,31,14,f,868.0233333333333,390.61049999999994,1258.6338333333333,0.0,802.0,2060.6338333333333,2694,0,
16677,27,30,r,1611.85,725.3325,2337.1825,0.0,0.0,2337.1825,2350,0,
16678,31,30,r,1869.05,841.0725,2710.1225,0.0,0.0,2710.1225,2712,0,
16679,30,30,r,1802.5,811.125,2613.625,0.0,476.0,3089.625,2614,0,
16680,25,19,f,945.4083333333333,425.43375,1370.8420833333332,0.0,0.0,1370.8420833333332,2154,0,
16681,48,30,r,2888.3999999999996,1299.7799999999997,4188.179999999999,0.0,0.0,4188.179999999999,4187,0,
16682,26,7,f,366.63666666666666,164.98649999999998,531.6231666666666,249.0,0.0,282.62316666666663,2287,0,
16683,43,11,f,944.7716666666666,425.14725,1369.9189166666665,0.0,227.0,1596.9189166666665,3740,0,
16684,10,15,f,300.75,135.3375,436.0875,0.0,280.0,716.0875,871,0,
16685,33,30,r,1970.1499999999999,886.5675,2856.7174999999997,0.0,0.0,2856.7174999999997,2864,0,
16686,50,30,r,3008.5,1353.825,4362.325,0.0,0.0,4362.325,4363,0,
16687,7,16,f,207.38666666666666,93.324,300.71066666666667,0.0,0.0,300.71066666666667,555,0,
16688,1,30,r,26.549999999999997,1.3275,27.877499999999998,0.0,0.0,27.877499999999998,31,1,Tax Anomaly
16689,48,30,r,2873.3999999999996,1293.0299999999997,4166.429999999999,0.0,0.0,4166.429999999999,4166,0,
16690,32,13,f,835.2933333333333,375.88199999999995,1211.1753333333331,0.0,0.0,1211.1753333333331,2785,0,
16691,2,30,r,119.1,53.595,172.695,0.0,0.0,172.695,175,0,
16692,48,30,r,2891.3999999999996,1301.1299999999999,4192.53,0.0,0.0,4192.53,4194,0,
16693,27,12,f,651.94,293.37300000000005,945.3130000000001,0.0,0.0,945.3130000000001,2359,0,
16694,40,30,r,2400.0,1080.0,3480.0,0.0,0.0,3480.0,3484,0,
16695,8,20,f,308.9333333333333,139.01999999999998,447.95333333333326,30.0,0.0,417.95333333333326,658,0,
16696,1,30,r,35.55,15.997499999999997,51.54749999999999,0.0,0.0,51.54749999999999,49,0,
16698,17,11,f,1010.3499999999999,454.6574999999999,1465.0074999999997,0.0,0.0,1465.0074999999997,1462,1,InvoiceType Anomaly
16699,33,30,r,1992.1499999999999,896.4675,2888.6175,163.0,0.0,2725.6175,2897,0,
16700,34,30,r,2048.7,921.9149999999998,2970.615,0.0,0.0,2970.615,2979,0,
16701,47,9,f,848.655,381.89475,1230.54975,0.0,0.0,1230.54975,4112,0,
16702,42,30,r,2514.1,1131.345,3645.4449999999997,144.0,0.0,3501.4449999999997,3639,0,
16703,15,16,f,472.6666666666667,212.7,685.3666666666667,0.0,286.0,971.3666666666667,1289,0,
16704,4,19,f,139.45999999999998,62.75699999999999,202.21699999999998,0.0,0.0,202.21699999999998,329,0,
16705,45,11,f,2707.75,1218.4875,3926.2375,1015.0,0.0,2911.2375,3933,1,InvoiceType Anomaly
16706,37,30,r,2212.35,995.5575,3207.9075,0.0,0.0,3207.9075,3192,0,
16707,20,30,r,1176.0,58.8,1234.8,0.0,0.0,1234.8,1697,1,Tax Anomaly
16708,21,20,f,837.6999999999999,376.965,1214.665,0.0,0.0,1214.665,1827,0,
16709,49,5,f,489.6583333333333,220.34625,710.0045833333334,323.0,0.0,387.00458333333336,4258,0,
16710,16,30,r,956.8,430.56,1387.36,0.0,0.0,1387.36,1399,0,
16711,15,9,f,267.075,120.18375,387.25874999999996,107.0,0.0,280.25874999999996,1287,0,
16712,34,20,f,1352.4666666666665,608.6099999999999,1961.0766666666664,0.0,0.0,1961.0766666666664,2946,0,
16713,50,13,f,1301.5166666666667,585.6825,1887.1991666666668,689.0,0.0,1198.1991666666668,4347,0,
16714,37,30,r,2209.35,994.2075,3203.5575,0.0,0.0,3203.5575,3212,0,
16715,29,30,r,1737.9499999999998,782.0774999999999,2520.0274999999997,386.0,0.0,2134.0274999999997,2519,0,
16716,36,5,f,359.63333333333327,161.83499999999995,521.4683333333332,1445.0,0.0,-923.5316666666668,3124,0,
16717,32,12,f,774.24,348.408,1122.6480000000001,0.0,0.0,1122.6480000000001,2813,0,
16718,26,30,r,1564.3,703.935,2268.2349999999997,0.0,0.0,2268.2349999999997,2261,0,
16719,5,18,f,173.85,78.2325,252.08249999999998,0.0,0.0,252.08249999999998,414,0,
16720,15,7,f,205.625,92.53125,298.15625,517.0,0.0,-218.84375,1267,0,
16721,48,11,f,1060.1799999999998,477.0809999999999,1537.2609999999997,0.0,980.0,2517.2609999999995,4186,0,
16722,12,30,r,704.5999999999999,317.06999999999994,1021.6699999999998,0.0,158.0,1179.6699999999998,1024,0,
16723,50,30,r,3022.5,1360.125,4382.625,0.0,1546.0,5928.625,4387,0,
16724,40,30,r,2400.0,1080.0,3480.0,720.0,0.0,2760.0,3489,0,
16725,4,30,r,207.2,93.24,300.44,0.0,0.0,300.44,300,0,
16726,43,12,f,1030.66,463.797,1494.457,0.0,0.0,1494.457,3727,0,
16727,49,13,f,1280.045,576.02025,1856.06525,890.0,0.0,966.0652500000001,4276,0,
16728,12,19,f,459.54666666666657,206.79599999999994,666.3426666666664,0.0,0.0,666.3426666666664,1066,0,
16729,32,18,f,1160.76,522.342,1683.1019999999999,0.0,0.0,1683.1019999999999,2798,0,
16730,26,30,r,1558.3,701.235,2259.535,511.0,0.0,1748.5349999999999,2261,0,
16731,18,11,f,394.86333333333323,177.68849999999995,572.5518333333332,0.0,0.0,572.5518333333332,1564,0,
16732,3,13,f,66.58166666666666,29.96175,96.54341666666666,0.0,0.0,96.54341666666666,221,0,
16733,37,30,r,2227.35,1002.3075,3229.6575,0.0,581.0,3810.6575,3240,0,
16734,44,30,r,2658.2,1196.1899999999998,3854.3899999999994,0.0,360.0,4214.389999999999,3852,0,
16735,16,30,r,934.8,420.66,1355.46,0.0,0.0,1355.46,1351,0,
16736,47,30,r,2838.85,1277.4825,4116.3325,0.0,0.0,4116.3325,4113,0,
16738,24,14,f,661.8266666666666,297.82199999999995,959.6486666666665,0.0,0.0,959.6486666666665,2053,0,
16740,35,30,r,2107.25,948.2625,3055.5125,0.0,0.0,3055.5125,3054,0,
16741,33,30,r,1989.1499999999999,895.1175,2884.2675,0.0,49.0,2933.2675,2893,0,
16742,12,9,f,208.67999999999998,93.90599999999999,302.58599999999996,0.0,0.0,302.58599999999996,1020,0,
16743,28,30,r,1679.3999999999999,755.73,2435.13,0.0,0.0,2435.13,2431,0,
16744,15,30,r,897.25,403.7625,1301.0125,0.0,0.0,1301.0125,1307,0,
16745,13,20,f,506.76666666666665,228.045,734.8116666666666,0.0,0.0,734.8116666666666,1093,0,
16746,30,30,r,1786.5,803.925,2590.425,0.0,0.0,2590.425,2586,0,
16747,22,8,f,348.02666666666664,156.612,504.6386666666666,0.0,0.0,504.6386666666666,1896,0,
16748,31,30,r,1860.05,837.0225,2697.0725,539.0,0.0,2158.0725,2700,0,
16749,15,30,r,880.25,396.1125,1276.3625,0.0,0.0,1276.3625,1279,0,
16750,32,10,f,638.5333333333333,287.34,925.8733333333332,0.0,477.0,1402.8733333333332,2776,0,
16751,8,8,f,126.50666666666666,56.92799999999999,183.43466666666666,0.0,0.0,183.43466666666666,705,0,
16752,40,30,r,2413.0,1085.85,3498.85,0.0,0.0,3498.85,3501,0,
16753,48,8,f,767.3066666666666,345.28799999999995,1112.5946666666666,0.0,0.0,1112.5946666666666,4178,0,
16754,7,30,r,401.84999999999997,180.8325,582.6825,139.0,0.0,443.6825,582,0,
16755,43,30,r,2574.65,1158.5925,3733.2425000000003,0.0,0.0,3733.2425000000003,3736,0,
16756,25,6,f,302.55,136.1475,438.6975,307.0,0.0,131.6975,2201,0,
16757,30,30,r,1799.5,809.775,2609.275,0.0,0.0,2609.275,2615,0,
16758,1,7,f,13.195,5.937749999999999,19.13275,0.0,0.0,19.13275,88,0,
16759,37,18,f,1326.81,597.0645,1923.8745,0.0,0.0,1923.8745,3200,0,
16760,49,20,f,1966.6333333333332,884.985,2851.6183333333333,0.0,959.0,3810.6183333333333,4279,0,
16761,18,30,r,1076.8999999999999,484.6049999999999,1561.5049999999997,0.0,0.0,1561.5049999999997,1569,0,
16762,47,30,r,2839.85,1277.9325,4117.782499999999,1926.0,0.0,6043.782499999999,4116,1,Adjustment Anomaly
16763,46,5,f,458.38333333333327,206.27249999999995,664.6558333333332,0.0,0.0,664.6558333333332,3989,0,
16764,40,30,r,2406.0,1082.7,3488.7,0.0,0.0,3488.7,3492,0,
16765,27,30,r,1619.85,728.9325,2348.7825,0.0,0.0,2348.7825,2352,0,
16766,22,16,f,700.8533333333332,315.38399999999996,1016.2373333333333,0.0,0.0,1016.2373333333333,1920,0,
16767,14,19,f,532.4433333333333,239.59949999999998,772.0428333333332,0.0,17.0,789.0428333333332,1206,0,
16768,49,14,f,1382.2433333333333,622.0095,2004.2528333333335,0.0,0.0,2004.2528333333335,4301,0,
16769,3,14,f,81.50333333333333,36.6765,118.17983333333333,0.0,0.0,118.17983333333333,252,0,
16770,14,30,r,837.6999999999999,376.965,1214.665,0.0,0.0,1214.665,1219,0,
16771,36,9,f,643.7399999999999,289.68299999999994,933.4229999999998,219.0,0.0,714.4229999999998,3113,0,
16772,28,30,r,2944.3999999999996,1324.9799999999998,4269.379999999999,0.0,2.0,4271.379999999999,4276,1,Product Anomaly
16773,35,30,r,2105.25,947.3625,3052.6125,0.0,0.0,3052.6125,3048,0,
16774,37,11,f,817.4283333333333,367.84274999999997,1185.2710833333333,0.0,0.0,1185.2710833333333,3224,0,
16775,47,19,f,1799.8383333333331,809.92725,2609.765583333333,1322.0,0.0,1287.7655833333329,4116,0,
16776,10,30,r,572.5,257.625,830.125,0.0,0.0,830.125,828,0,
16777,24,30,r,1418.1999999999998,638.1899999999999,2056.39,259.0,0.0,1797.3899999999999,2044,0,
16778,42,5,f,418.6833333333333,188.40749999999997,607.0908333333332,329.0,540.0,818.0908333333332,3656,0,
16779,34,7,f,477.5633333333333,214.90349999999998,692.4668333333333,0.0,0.0,692.4668333333333,2970,0,
16780,2,30,r,111.1,49.995,161.095,0.0,0.0,161.095,143,0,
16781,49,30,r,2946.95,1326.1275,4273.077499999999,0.0,0.0,4273.077499999999,4271,0,
16782,42,30,r,2516.1,1132.245,3648.345,0.0,0.0,3648.345,3665,0,
16783,16,11,f,346.4266666666666,155.89199999999997,502.31866666666656,0.0,0.0,502.31866666666656,1362,0,
16784,6,16,f,185.75999999999996,83.59199999999998,269.352,0.0,98.0,367.352,504,0,
16785,9,30,r,522.9499999999999,235.32749999999996,758.2774999999999,0.0,98.0,856.2774999999999,753,0,
16786,11,5,f,105.84166666666665,47.62874999999999,153.47041666666664,0.0,0.0,153.47041666666664,913,0,
16787,24,16,f,760.1066666666666,342.04799999999994,1102.1546666666666,853.0,0.0,249.15466666666657,2078,0,
16788,2,30,r,95.1,42.795,137.89499999999998,0.0,0.0,137.89499999999998,133,0,
16789,45,30,r,2699.75,1214.8875,3914.6375,1255.0,0.0,2659.6375,3930,0,
16790,49,30,r,4015.95,1807.1775,5823.1275,1110.0,0.0,4713.1275,5825,1,Product Anomaly
16791,30,9,f,543.4499999999999,244.55249999999995,788.0024999999998,0.0,610.0,1398.0024999999998,2630,0,
16792,30,30,r,1801.5,90.075,1891.575,0.0,505.0,2396.575,2600,1,Tax Anomaly
16793,46,11,f,1015.0433333333332,456.7694999999999,1471.812833333333,0.0,0.0,1471.812833333333,4015,0,
16794,16,30,r,947.8,426.51,1374.31,0.0,0.0,1374.31,1359,0,
16795,28,13,f,728.6066666666667,327.87300000000005,1056.4796666666666,0.0,0.0,1056.4796666666666,2428,0,
16796,4,30,r,216.2,97.29,313.49,0.0,0.0,313.49,321,0,
16797,17,9,f,306.10499999999996,137.74724999999998,443.8522499999999,0.0,0.0,443.8522499999999,1481,0,
16798,18,30,r,1075.8999999999999,484.1549999999999,1560.0549999999998,0.0,0.0,1560.0549999999998,1573,0,
16799,39,30,r,2339.45,1052.7524999999998,3392.2024999999994,0.0,0.0,3392.2024999999994,3383,0,
16800,12,7,f,164.40666666666664,73.98299999999999,238.38966666666664,0.0,35.0,273.38966666666664,1017,0,
16801,45,9,f,811.725,365.27625,1177.00125,0.0,0.0,1177.00125,3921,0,
16803,20,30,r,1179.0,530.55,1709.55,334.0,782.0,2157.55,1726,0,
16804,30,20,f,1209.6666666666665,544.3499999999999,1754.0166666666664,0.0,0.0,1754.0166666666664,2633,0,
16805,44,30,r,2642.2,1188.9899999999998,3831.1899999999996,0.0,0.0,3831.1899999999996,3835,0,
16806,9,30,r,517.9499999999999,233.07749999999996,751.0274999999999,0.0,0.0,751.0274999999999,752,0,
16807,31,30,r,1865.05,839.2725,2704.3225,0.0,0.0,2704.3225,2713,0,
16808,38,11,f,834.4966666666667,375.5235,1210.0201666666667,0.0,0.0,1210.0201666666667,3289,0,
16809,42,9,f,754.53,339.5385,1094.0684999999999,992.0,0.0,102.06849999999986,3646,0,
16810,17,6,f,202.47,91.11149999999999,293.5815,0.0,0.0,293.5815,1467,0,
16811,28,30,r,1661.3999999999999,747.63,2409.0299999999997,325.0,0.0,2084.0299999999997,2421,0,
16812,31,6,f,372.61,167.6745,540.2845,0.0,0.0,540.2845,2682,0,
16813,15,11,f,327.89166666666665,147.55125,475.44291666666663,0.0,0.0,475.44291666666663,1277,0,
16814,6,20,f,232.19999999999996,104.48999999999998,336.68999999999994,0.0,232.0,568.6899999999999,498,0,
16815,2,14,f,54.18,24.381,78.561,0.0,59.0,137.561,168,0,
16816,45,13,f,1170.325,526.64625,1696.97125,184.0,0.0,1512.97125,3927,0,
16817,39,9,f,699.1349999999999,314.61074999999994,1013.7457499999998,0.0,508.0,1521.7457499999998,3379,0,
16818,38,30,r,2281.9,1026.855,3308.755,0.0,0.0,3308.755,3326,0,
16820,30,9,f,538.05,242.12249999999997,780.1724999999999,0.0,0.0,780.1724999999999,2616,0,
16821,40,30,r,2410.0,1084.5,3494.5,0.0,0.0,3494.5,3476,0,
16822,16,18,f,576.4799999999999,259.41599999999994,835.8959999999998,309.0,0.0,526.8959999999998,1395,0,
16823,28,16,f,894.6133333333332,402.57599999999996,1297.1893333333333,0.0,0.0,1297.1893333333333,2433,0,
16824,1,8,f,14.013333333333332,6.305999999999999,20.319333333333333,0.0,0.0,20.319333333333333,73,0,
16825,26,30,r,1548.3,696.735,2245.035,0.0,0.0,2245.035,2242,0,
16826,15,30,r,886.25,398.8125,1285.0625,313.0,0.0,972.0625,1280,0,
16827,28,30,r,1690.3999999999999,760.68,2451.08,0.0,0.0,2451.08,2457,0,
16828,27,16,f,866.5866666666666,389.96399999999994,1256.5506666666665,626.0,508.0,1138.5506666666665,2348,0,
16829,10,30,r,586.5,263.925,850.425,0.0,0.0,850.425,846,0,
16831,5,18,f,173.25,77.9625,251.2125,0.0,0.0,251.2125,408,0,
16832,15,30,r,876.25,394.3125,1270.5625,0.0,484.0,1754.5625,1289,0,
16833,40,12,f,964.0,433.8,1397.8,0.0,0.0,1397.8,3496,0,
16834,25,14,f,702.6833333333334,316.20750000000004,1018.8908333333334,0.0,0.0,1018.8908333333334,2172,0,
16835,28,17,f,949.9599999999999,427.48199999999997,1377.442,0.0,0.0,1377.442,2447,0,
16836,42,30,r,2512.1,1130.445,3642.545,0.0,0.0,3642.545,3643,0,
16837,25,30,r,1497.75,673.9875,2171.7375,0.0,0.0,2171.7375,2160,0,
16838,35,30,r,2118.25,953.2125,3071.4625,0.0,338.0,3409.4625,3077,0,
16839,45,7,f,629.7083333333334,283.36875,913.0770833333333,0.0,0.0,913.0770833333333,3930,0,
16840,34,30,r,2026.6999999999998,912.0149999999999,2938.7149999999997,0.0,686.0,3624.7149999999997,2937,0,
16841,47,30,r,2811.85,1265.3325,4077.1825,218.0,0.0,4295.1825,4079,1,Adjustment Anomaly
16842,42,30,r,2528.1,1137.645,3665.745,0.0,0.0,3665.745,3664,0,
16843,23,19,f,875.6783333333332,394.05524999999994,1269.7335833333332,0.0,0.0,1269.7335833333332,1990,0,
16844,39,13,f,1018.9616666666666,458.53274999999996,1477.4944166666664,0.0,0.0,1477.4944166666664,3421,0,
16845,6,10,f,111.76666666666665,50.29499999999999,162.06166666666664,0.0,152.0,314.0616666666666,489,0,
16846,32,20,f,1281.0666666666666,576.48,1857.5466666666666,0.0,0.0,1857.5466666666666,2784,0,
16847,47,18,f,1702.11,765.9495,2468.0595,0.0,104.0,2572.0595,4122,0,
16848,27,16,f,856.9866666666666,385.64399999999995,1242.6306666666665,0.0,0.0,1242.6306666666665,2330,0,
16849,25,19,f,937.8083333333333,422.01375,1359.8220833333332,0.0,0.0,1359.8220833333332,2147,0,
16851,31,14,f,872.6899999999999,392.71049999999997,1265.4005,0.0,0.0,1265.4005,2715,0,
16852,26,6,f,314.66,141.597,456.25700000000006,0.0,0.0,456.25700000000006,2285,0,
16853,4,8,f,60.05333333333333,27.023999999999997,87.07733333333333,0.0,0.0,87.07733333333333,323,0,
16854,33,7,f,462.2683333333333,208.02075000000002,670.2890833333333,0.0,0.0,670.2890833333333,2880,0,
16855,19,30,r,1143.45,514.5525,1658.0025,0.0,0.0,1658.0025,1667,0,
16856,38,13,f,993.59,447.11550000000005,1440.7055,0.0,885.0,2325.7055,3331,0,
16857,42,18,f,1513.26,680.967,2194.227,0.0,0.0,2194.227,3646,0,
16858,24,10,f,481.73333333333323,216.77999999999997,698.5133333333332,0.0,0.0,698.5133333333332,2099,0,
16859,21,30,r,1266.55,569.9475,1836.4975,0.0,158.0,1994.4975,1843,0,
16860,48,30,r,2898.3999999999996,1304.2799999999997,4202.679999999999,0.0,0.0,4202.679999999999,4194,0,
16861,26,12,f,626.52,281.93399999999997,908.454,0.0,0.0,908.454,2283,0,
16862,11,14,f,305.2233333333333,137.35049999999998,442.57383333333325,0.0,64.0,506.57383333333325,944,0,
16863,45,10,f,898.25,404.2125,1302.4625,192.0,0.0,1110.4625,3901,0,
16864,23,13,f,598.2816666666666,269.22675,867.5084166666666,0.0,0.0,867.5084166666666,1995,0,
16865,48,30,r,2876.3999999999996,1294.3799999999999,4170.78,0.0,0.0,4170.78,4178,0,
16866,33,30,r,1971.1499999999999,887.0175,2858.1675,1082.0,0.0,3940.1675,2850,1,Adjustment Anomaly
16867,50,30,r,3017.5,1357.875,4375.375,0.0,0.0,4375.375,4371,0,
16868,27,30,r,1619.85,728.9325,2348.7825,0.0,0.0,2348.7825,2350,0,
16869,34,30,r,2053.7,924.1649999999998,2977.865,275.0,0.0,2702.865,2978,0,
16870,50,30,r,2998.5,1349.325,4347.825,2088.0,0.0,2259.825,4339,0,
16871,35,17,f,1183.3416666666667,532.50375,1715.8454166666666,0.0,0.0,1715.8454166666666,3024,0,
16872,17,30,r,1003.3499999999999,451.50749999999994,1454.8574999999998,0.0,166.0,1620.8574999999998,1455,0,
16873,11,30,r,631.05,283.97249999999997,915.0224999999999,0.0,0.0,915.0224999999999,900,0,
16874,43,30,r,2584.65,1163.0925,3747.7425000000003,1241.0,1457.0,3963.7425000000003,3764,0,
16875,50,30,r,3011.5,1355.175,4366.675,0.0,0.0,4366.675,4364,0,
16876,36,7,f,505.5866666666666,227.51399999999998,733.1006666666666,0.0,0.0,733.1006666666666,3138,0,
16878,7,16,f,220.71999999999997,99.32399999999998,320.044,0.0,0.0,320.044,590,0,
16879,25,30,r,1487.75,669.4875,2157.2375,0.0,0.0,2157.2375,2157,0,
16880,4,10,f,69.73333333333332,31.379999999999995,101.11333333333332,0.0,0.0,101.11333333333332,301,0,
16881,27,5,f,269.64166666666665,121.33875,390.98041666666666,7.0,0.0,383.98041666666666,2348,0,
16882,16,30,r,2510.8,1129.8600000000001,3640.6600000000003,1100.0,0.0,2540.6600000000003,3657,1,Product Anomaly
16883,41,30,r,3957.5499999999997,1780.8975,5738.4475,0.0,0.0,5738.4475,5738,1,Product Anomaly
16884,41,30,r,2461.5499999999997,1107.6974999999998,3569.2474999999995,0.0,292.0,3861.2474999999995,3553,0,
16885,3,10,f,54.883333333333326,24.697499999999994,79.58083333333332,0.0,37.0,116.58083333333332,240,0,
16886,28,30,r,1661.3999999999999,747.63,2409.0299999999997,0.0,0.0,2409.0299999999997,2411,0,
16887,24,30,r,1428.1999999999998,642.6899999999999,2070.89,0.0,0.0,2070.89,2064,0,
16888,2,30,r,93.1,41.895,134.995,0.0,0.0,134.995,136,0,
16889,31,30,r,1849.05,832.0725,2681.1225,0.0,0.0,2681.1225,2678,0,
16890,36,18,f,1288.0799999999997,579.6359999999999,1867.7159999999994,0.0,390.0,2257.7159999999994,3110,0,
16891,29,30,r,1732.9499999999998,779.8274999999999,2512.7774999999997,0.0,0.0,2512.7774999999997,2506,0,
16892,43,30,r,2601.65,1170.7425,3772.3925,0.0,913.0,4685.3925,3762,0,
16893,29,13,f,751.3783333333333,338.12025,1089.4985833333333,0.0,0.0,1089.4985833333333,2503,0,
16894,34,14,f,956.5266666666666,430.43699999999995,1386.9636666666665,0.0,1079.0,2465.9636666666665,2974,0,
16895,9,10,f,174.64999999999998,78.59249999999999,253.24249999999995,368.0,358.0,243.24249999999995,764,0,
16896,17,30,r,1001.3499999999999,450.6074999999999,1451.9574999999998,0.0,0.0,1451.9574999999998,1436,0,
16897,43,8,f,686.5733333333334,308.958,995.5313333333334,0.0,0.0,995.5313333333334,3732,0,
16898,28,30,r,1687.3999999999999,759.33,2446.73,0.0,0.0,2446.73,2434,0,
16900,16,30,r,935.8,421.11,1356.9099999999999,0.0,0.0,1356.9099999999999,1361,0,
16901,36,30,r,2155.7999999999997,970.1099999999999,3125.91,0.0,695.0,3820.91,3129,0,
16902,48,30,r,2903.3999999999996,1306.5299999999997,4209.929999999999,0.0,0.0,4209.929999999999,4207,0,
16903,45,30,r,2720.75,1224.3375,3945.0875,0.0,0.0,3945.0875,3931,0,
16904,10,20,f,383.66666666666663,172.65,556.3166666666666,47.0,0.0,509.3166666666666,825,0,
16905,7,30,r,407.84999999999997,183.5325,591.3824999999999,0.0,11.0,602.3824999999999,581,0,
16906,10,30,r,570.5,256.725,827.225,0.0,0.0,827.225,826,0,
16907,9,30,r,539.9499999999999,26.997499999999995,566.9474999999999,100.0,0.0,466.9474999999999,793,1,Tax Anomaly
16908,32,30,r,1913.6,861.12,2774.72,0.0,0.0,2774.72,2780,0,
16909,6,30,r,339.29999999999995,152.68499999999997,491.9849999999999,32.0,0.0,459.9849999999999,473,0,
16910,29,14,f,804.9766666666666,362.23949999999996,1167.2161666666666,0.0,0.0,1167.2161666666666,2506,0,
16911,45,5,f,449.9583333333333,202.48125,652.4395833333333,0.0,0.0,652.4395833333333,3898,0,
16912,24,7,f,331.14666666666665,149.016,480.1626666666666,0.0,0.0,480.1626666666666,2062,0,
16913,43,30,r,2578.65,1160.3925,3739.0425,0.0,0.0,3739.0425,3724,0,
16914,34,5,f,341.1166666666666,153.50249999999997,494.6191666666666,294.0,0.0,200.61916666666662,2970,0,
16915,12,30,r,694.5999999999999,312.56999999999994,1007.1699999999998,0.0,0.0,1007.1699999999998,1004,0,
16916,26,30,r,1560.3,702.135,2262.435,0.0,0.0,2262.435,2255,0,
16917,14,17,f,472.9966666666666,212.84849999999997,685.8451666666666,0.0,0.0,685.8451666666666,1212,0,
16918,12,30,r,717.5999999999999,322.91999999999996,1040.52,0.0,424.0,1464.52,1043,0,
16919,1,30,r,35.55,15.997499999999997,51.54749999999999,21.0,0.0,30.547499999999992,56,0,
16920,6,30,r,336.29999999999995,151.33499999999998,487.63499999999993,0.0,64.0,551.635,481,0,
16921,28,30,r,1683.3999999999999,757.53,2440.93,0.0,70.0,2510.93,2439,0,
16922,50,16,f,1597.0666666666666,718.68,2315.7466666666664,0.0,1246.0,3561.7466666666664,4340,0,
16923,36,5,f,360.9666666666666,162.43499999999997,523.4016666666665,0.0,0.0,523.4016666666665,3145,0,
16924,47,13,f,1221.935,549.8707499999999,1771.80575,0.0,0.0,1771.80575,4083,0,
16925,19,30,r,1130.45,508.7025,1639.1525000000001,0.0,0.0,1639.1525000000001,1624,0,
16927,7,16,f,211.6533333333333,95.244,306.89733333333334,0.0,0.0,306.89733333333334,586,0,
16928,38,7,f,533.8433333333334,240.2295,774.0728333333334,0.0,0.0,774.0728333333334,3303,0,
16929,38,7,f,529.1766666666667,238.12950000000004,767.3061666666667,0.0,0.0,767.3061666666667,3286,0,
16930,29,10,f,574.3166666666666,258.44249999999994,832.7591666666665,0.0,0.0,832.7591666666665,2505,0,
16931,7,5,f,67.14166666666665,30.21374999999999,97.35541666666664,0.0,0.0,97.35541666666664,582,0,
16932,30,20,f,1201.0,540.45,1741.45,0.0,390.0,2131.45,2613,0,
16933,8,12,f,462.4,208.08,670.48,0.0,0.0,670.48,652,1,InvoiceType Anomaly
16934,49,30,r,2964.95,1334.2275,4299.1775,0.0,0.0,4299.1775,4304,0,
16935,43,10,f,857.2166666666667,385.7475,1242.9641666666666,0.0,0.0,1242.9641666666666,3721,0,
16936,50,30,r,3014.5,1356.525,4371.025,1979.0,634.0,3026.0249999999996,4370,0,
16937,14,30,r,839.6999999999999,377.865,1217.565,0.0,0.0,1217.565,1218,0,
16938,43,17,f,1457.835,656.02575,2113.86075,0.0,0.0,2113.86075,3728,0,
16939,36,8,f,575.68,259.056,834.7359999999999,0.0,0.0,834.7359999999999,3135,0,
16940,21,6,f,253.11,113.8995,367.0095,0.0,0.0,367.0095,1827,0,
16941,1,30,r,30.549999999999997,13.747499999999997,44.29749999999999,0.0,0.0,44.29749999999999,38,0,
16943,45,30,r,2705.75,1217.5875,3923.3375,0.0,0.0,3923.3375,3921,0,
16944,3,11,f,54.871666666666655,24.692249999999994,79.56391666666664,79.0,0.0,0.5639166666666426,212,0,
16945,42,9,f,758.13,341.1585,1099.2885,0.0,0.0,1099.2885,3657,0,
16946,23,30,r,1357.6499999999999,610.9424999999999,1968.5924999999997,967.0,0.0,1001.5924999999997,1974,0,
16947,6,30,r,357.29999999999995,160.78499999999997,518.0849999999999,51.0,0.0,467.0849999999999,528,0,
16948,35,30,r,2116.25,952.3125,3068.5625,0.0,0.0,3068.5625,3076,0,
16949,28,30,r,1694.3999999999999,762.48,2456.88,611.0,0.0,1845.88,2449,0,
16951,35,19,f,1321.925,594.86625,1916.79125,0.0,0.0,1916.79125,3014,0,
16952,43,30,r,2590.65,1165.7925,3756.4425,0.0,0.0,3756.4425,3755,0,
16953,44,5,f,443.5333333333333,199.59,643.1233333333333,0.0,0.0,643.1233333333333,3858,0,
16954,36,30,r,2164.7999999999997,974.1599999999999,3138.9599999999996,0.0,1146.0,4284.959999999999,3132,0,
16955,5,30,r,287.75,129.4875,417.2375,0.0,0.0,417.2375,422,0,
16956,15,30,r,2201.25,990.5625,3191.8125,0.0,0.0,3191.8125,3203,1,Product Anomaly
16957,1,30,r,34.55,15.547499999999998,50.0975,18.0,6.0,38.0975,57,0,
16958,28,14,f,783.7199999999999,352.6739999999999,1136.3939999999998,0.0,444.0,1580.3939999999998,2438,0,
